Site_Number,Location_Description,Site_Type
2894,MICKLEHAM/DPI DRIVEWAY,INT
2858,MICKLEHAM/FAWKNER,INT
2175,MICKLEHAM/GARDEN,INT
2871,MICKLEHAM/GLADSTONE PARK/INTERNATIONAL,INT
3771,MICKLEHAM/GREENVALE,INT
2869,MICKLEHAM/RYLANDES/WESTERN,INT
1073,MIDDLE/CAPON,INT
3193,MIDDLEBOROUGH NR ALBION,INT
3194,MIDDLEBOROUGH NR CLARICE,POS
3190,MIDDLEBOROUGH NR KATRINA,POS
3192,MIDDLEBOROUGH NR McKEAN,POS
2010,MIDDLEBOROUGH/AILSA,INT
3119,MIDDLEBOROUGH/CLARICE,INT
3195,MIDDLEBOROUGH/ELEY,INT
3136,MIDDLEBOROUGH/LEXTON,INT
581,MIDDLEBOROUGH/SPRINGFIELD,INT
6288,MIDLAND HWY / NAPIER / LYONS,INT
6016,MIDLAND HWY NR CLARKE            BENALLA,POS
5834,MIDLAND HWY NR HERTFORD,POS
6293,MIDLAND HWY NR PLUMRIDGE,POS
5104,MIDLAND HWY NR STODDART,POS
5802,MIDLAND HWY NR VICKERS,POS
5835,MIDLAND HWY NR VICTORIA,POS
6301,MIDLAND HWY(BARKER)/PYRENEES HWY(FOREST),INT
5106,MIDLAND HWY/ANAKIE,INT
6094,MIDLAND HWY/ARCHER            SHEPPARTON,INT
6017,MIDLAND HWY/ARUNDEL             BENALLA,INT
5102,MIDLAND HWY/CHURCH,INT
6092,MIDLAND HWY/CORIO             SHEPPARTON,INT
6080,MIDLAND HWY/FLORENCE,INT
6078,MIDLAND HWY/FRYERS           SHEPPARTON,INT
5310,MIDLAND HWY/GLENLEITH,INT
5151,MIDLAND HWY/GRR NB RAMPS,INT
5151,MIDLAND HWY/GRR NB RAMPS,INT
5133,MIDLAND HWY/GRR SB RAMPS/ROLLINS,INT
5133,MIDLAND HWY/GRR SB RAMPS/ROLLINS,INT
6290,MIDLAND HWY/HOWARD,INT
5312,MIDLAND HWY/JASMINE/WAIORA,INT
5135,MIDLAND HWY/KARDINIA COLLEGE ENTRANCE,INT
6302,MIDLAND HWY/LYTTLETON,INT
5877,MIDLAND HWY/MACARTHUR,INT
5877,MIDLAND HWY/MACARTHUR,INT
5875,MIDLAND HWY/MAIR,INT
5875,MIDLAND HWY/MAIR,INT
6091,MIDLAND HWY/MAUDE             SHEPPARTON,INT
6205,MIDLAND HWY/NOLAN,INT
5879,MIDLAND HWY/NORMAN,INT
6018,MIDLAND HWY/NUNN                BENALLA,INT
6337,MIDLAND HWY/O'BRIEN,INT
6337,MIDLAND HWY/O'BRIEN,INT
5100,MIDLAND HWY/PAKINGTON/STUBBS,INT
6292,MIDLAND HWY/POWELL,INT
5103,MIDLAND HWY/SHANNON/THOMPSON,INT
6093,MIDLAND HWY/ST GEORGES        SHEPPARTON,INT
5878,MIDLAND HWY/SUNRAYSIA/HOWITT,INT
5878,MIDLAND HWY/SUNRAYSIA/HOWITT,INT
5878,MIDLAND HWY/SUNRAYSIA/HOWITT,INT
5878,MIDLAND HWY/SUNRAYSIA/HOWITT,INT
6097,MIDLAND HWY/WELSFORD          SHEPPARTON,INT
6336,MIDLAND HWY/YOUNG/MORRELL,INT
6336,MIDLAND HWY/YOUNG/MORRELL,INT
5822,MIDLAND NR WATER,POS
6338,MIDLAND/ECHUCA/TOOLAMBA,INT
6338,MIDLAND/ECHUCA/TOOLAMBA,INT
6101,MIDLAND/LOCKWOOD,INT
6101,MIDLAND/LOCKWOOD,INT
4316,MILITARY NR CLARENDON,POS
2795,MILITARY NR RIVERSIDE,POS
4315,MILITARY/DAVIS,INT
2737,MILITARY/TEMPLEWOOD,INT
4314,MILLEARA NR CHAUMONT,POS
4312,MILLEARA NR CLARKS,POS
2717,MILLEARA NR KEILOR FIRE STN,FIRE W/W
2726,MILLEARA/BUCKLEY,INT
2718,MILLEARA/DENNIS/BRADMAN,INT
2724,MILLEARA/DINAH/STERLING,INT
2724,MILLEARA/DINAH/STERLING,INT
2715,MILLEARA/KEILOR PARK EXTN,INT
2798,MILLEARA/THE CROSSWAY,INT
7538,MILLERS BTW KOROROIT CK & ROSS,POS
2968,MILLERS BTW PRIMULA & CYPRESS,POS
3500,MILLERS NR EAMES,POS
3503,MILLERS NR HOBB,POS
2893,MILLERS/BEURON,INT
3501,MILLERS/BLACKSHAWS,INT
2882,MILLERS/DUOSA/MARIGOLD,INT
3506,MILLERS/KOROROIT CRK,RBT MTR
3502,MILLERS/MASON,INT
3900,MILLERS/MCARTHURS,INT
3857,MILTON NR TOORONGA,FLASH PX
108,MITCHAM BTW BRUNSWICK/BARKLEY,POS
582,MITCHAM NR ORIENT,POS
345,MITCHAM/DONCASTER EAST,INT
590,MITCHAM/PARK,INT
596,MITCHAM/PREMIER/REDLAND,INT
343,MITCHAM/SPRINGFIELD,INT
346,MITCHAM/VICTORIA,INT
6270,MITCHELL/HARGREAVES,INT
6274,MITCHELL/MILLER/PYKE,INT
6273,MITCHELL/QUEEN,INT
4940,MITCHELL/ROSAMOND,INT
6272,MITCHELL/WILLS/MYERS,INT
6647,MOE-GLENGARRY(JOHN FIELD)/OLD SALE,INT
6645,MOE-GLENGARRY(john field)/Shanahan,INT
6638,MOE-GLENGARRY(LLOYD) NR FOWLER,FLASH PX
6643,MOE-GLENGARRY/DINWOODIE,INT
6641,MOE-GLENGARRY/OLLERTON,INT
530,MONASH (Hallam Bypass)/PHE,INT
530,MONASH (Hallam Bypass)/PHE,INT
2841,MONASH ENTRY RAMP/BARKLY/GIBDON      VM5,INT
406,MONASH ENTRY RAMP/POLICE,POS
405,MONASH EXIT RAMP/POLICE,INT
1600,MONASH FWY IB 1KM W OF TOORAK,O/H LANE
1606,MONASH FWY IB 200M E OF TOORAK,O/H LANE
1603,MONASH FWY IB 200M W OF TOORAK,O/H LANE
1608,MONASH FWY IB 500M W OF BURKE,O/H LANE
1601,MONASH FWY IB 500M W OF TOORAK,O/H LANE
1616,MONASH FWY IB BURKE RD ONRAMP,O/H LANE
1618,MONASH FWY IB HIGH ST ONRAMP,O/H LANE
1609,MONASH FWY IB ON BURKE RD BRIDGE,O/H LANE
1614,MONASH FWY IB ON HIGH ST BRIDGE,O/H LANE
1613,MONASH FWY IB ON HIGH ST BRIDGE,O/H LANE
1611,MONASH FWY IB ON YORK ST PED BRIDGE,O/H LANE
1649,MONASH FWY IB TOORAK RD ONRAMP,O/H LANE
1605,MONASH FWY OB 200M E OF TOORAK,O/H LANE
1604,MONASH FWY OB 200M W OF TOORAK,O/H LANE
1607,MONASH FWY OB 500M W OF BURKE,O/H LANE
1602,MONASH FWY OB 500M W OF TOORAK,O/H LANE
1617,MONASH FWY OB BURKE RD ONRAMP,O/H LANE
1610,MONASH FWY OB ON BURKE RD BRIDGE,O/H LANE
1612,MONASH FWY OB ON YORK ST PED BRIDGE,O/H LANE
1615,MONASH FWY OB TOORAK RD ONRAMP,O/H LANE
536,MONASH FWY RAMP METERING/FTG I/B,RAMP MTR
512,MONASH FWY/BELGRAVE-HALLAM,INT
512,MONASH FWY/BELGRAVE-HALLAM,INT
539,MONASH FWY/BLACKBURN O/B,RAMP MTR
3675,MONASH FWY/HUNTINGDALE (ON RAMP O/B),RAMP MTR
878,MONASH FWY/JACKSONS (IB),RAMP MTR
594,MONASH FWY/NARRE WARREN NTH,INT
594,MONASH FWY/NARRE WARREN NTH,INT
603,MONASH FWY/STUD O/B RAMP,RAMP MTR
509,MONASH FWY/TINKS,INT
509,MONASH FWY/TINKS,INT
3674,MONASH FWY/WARRIGAL ON RAMP I/B,RAMP MTR
540,MONASH FWY/WELLINGTON IB,RAMP MTR
3394,MONASH ON RAMP NR PUNT,POS
2635,MONASH ST NR WHITTY,POS
2619,MONASH ST/DUKE/SOUTH,INT
6662,MONASH WAY NR SWITCHBACK  (Churchill),POS
6664,MONASH WAY/GEORGINA PLACE,INT
1127,MONASH/BELGRADE-HALLAM OB,RAMP MTR
1128,MONASH/BELGRAVE-HALLAM IB,RAMP MTR
264,MONASH/BLACKBURN,INT
264,MONASH/BLACKBURN,INT
3723,MONASH/BLACKBURN RAMP SIGNALS IB,RAMP MTR
2845,MONASH/BURKE,INT
2845,MONASH/BURKE,INT
2845,MONASH/BURKE,INT
2962,MONASH/BURKE IB,RAMP MTR
2963,MONASH/BURKE OB,RAMP MTR
1132,MONASH/CLYDE IB,RAMP MTR
1129,MONASH/ERNST WANKE IB,RAMP MTR
263,MONASH/FORSTER,INT
263,MONASH/FORSTER,INT
3724,MONASH/FORSTER I/B RAMP (RAMP MTR),RAMP MTR
3748,MONASH/FORSTER OB,RAMP MTR
614,MONASH/HEATHERTON (NB RAMPS),INT
615,MONASH/HEATHERTON (SB RAMPS),INT
1126,MONASH/HEATHERTON IB,RAMP MTR
1125,MONASH/HEATHERTON OB,RAMP MTR
2952,MONASH/HIGH IB,RAMP MTR
2846,MONASH/HIGH/WILLS,INT
2846,MONASH/HIGH/WILLS,INT
2846,MONASH/HIGH/WILLS,INT
262,MONASH/HUNTINGDALE,INT
262,MONASH/HUNTINGDALE,INT
266,MONASH/JACKSONS,INT
1115,MONASH/JACKSONS OB,RAMP MTR
7081,MONASH/LOYOLA GVE ON RAMP/HAUL RD,INT
1124,MONASH/NARRE WARREN NORTH IB,RAMP MTR
1130,MONASH/PHE IB,RAMP MTR
265,MONASH/SPRINGVALE,INT
265,MONASH/SPRINGVALE,INT
1106,MONASH/SPRINGVALE O/B,RAMP MTR
267,MONASH/STUD (SOUTH),INT
1131,MONASH/STUD I/B,RAMP MTR
2954,MONASH/TOORAK IB,RAMP MTR
2953,MONASH/TOORAK OB,RAMP MTR
2843,MONASH/TOORAK/AUBURN          RAMP SIGNS,INT
2843,MONASH/TOORAK/AUBURN          RAMP SIGNS,INT
3676,MONASH/WARRIGAL (ON RAMP O/B),RAMP MTR
3678,MONASH/WARRIGAL (WB RAMPS)       DD 3681,INT
3681,MONASH/WARRIGAL RD,INT
3728,MONASH/WELLINGTON OB,RAMP MTR
820,MONBULK/CLEGG,INT
4067,MONT ALBERT NR BENSON,POS
3135,MONT ALBERT NR LEOPOLD,POS
4065,MONT ALBERT NR RUBENS,POS
4068,MONT ALBERT/UNION,INT
4900,MONTAGUE NR GLADSTONE,POS
4902,MONTAGUE/LORIMER,INT
4902,MONTAGUE/LORIMER,INT
3541,MONTAGUE/NORMANBY,INT
3541,MONTAGUE/NORMANBY,INT
5053,MOORABOOL NR MALL - [LT MALOP],INT
5057,MOORABOOL/FYANS,INT
5056,MOORABOOL/KILGOUR,INT
5052,MOORABOOL/MALOP,INT
5055,MOORABOOL/MCKILLOP,INT
5054,MOORABOOL/MYERS,INT
2782,MOORE/DONALD,INT
755,MOOROODUC HWY NR BURNLEY,POS
511,MOOROODUC HWY/GERTRUDE,INT
743,MOOROODUC HWY/HEATHERHILL,INT
756,MOOROODUC HWY/ROBINSONS,INT
520,MOOROODUC/SAGES,INT
4914,MORAY NR COBDEN,POS
4893,MORAY/YORK,INT
4003,MORELAND NR BARROW,POS
4002,MORELAND NR DE CARLE,POS
3891,MORELAND NR HAIG,POS
3886,MORELAND NR MURDOCH,POS
3887,MORELAND/CAMERON,INT
3592,MORELAND/PASCOE VALE,INT
6673,MOREWELL-TRARALGON/BRIDLE/CENTRE VALLEY,INT
6673,MOREWELL-TRARALGON/BRIDLE/CENTRE VALLEY,INT
5274,MORRIS/BELLBRIDGE,INT
5274,MORRIS/BELLBRIDGE,INT
5252,MORRIS/HEATHS,INT
5275,MORRIS/HOGANS,INT
5321,MORRIS/THOMAS CARR/SPRING HAVEN,INT
3648,MORWELL nr WATSONIA,FLASH PX
3648,MORWELL nr WATSONIA,FLASH PX
6657,MORWELL-THORPDALE/COMMERCIAL,INT
6661,MORWELL-TRARALGON NR BRIDLE,POS
6661,MORWELL-TRARALGON NR BRIDLE,POS
6675,MORWELL-TRARALGON/ALEXANDER TRAMWAY,INT
6675,MORWELL-TRARALGON/ALEXANDER TRAMWAY,INT
6665,MORWELL-TRARALGON/CHURCH ST,INT
6655,MORWELL-TRARALGON/JANE  (Rail Opass),INT
6660,MORWELL-TRARALGON/MCDONALD,INT
6670,MORWELL-TRARALGON/MONASH WAY,INT
6670,MORWELL-TRARALGON/MONASH WAY,INT
2570,MOUNT DERRIMUT/AUSTRALIS,INT
562,MOUNTAIN GATE NR ADELE,FLASH PX
882,MOUNTAIN HWY NR FOREST,FLASH PX
776,MOUNTAIN HWY NR RACHELLE,POS
884,MOUNTAIN HWY NR RAILWAY,POS
794,MOUNTAIN HWY NR VIOLEN,POS
120,MOUNTAIN HWY STH OF BARMAH,POS
775,MOUNTAIN HWY/BORONIA,INT
778,MOUNTAIN HWY/DORSET,INT
773,MOUNTAIN HWY/HAROLD,INT
791,MOUNTAIN HWY/HIGH/VALENTINE,INT
766,MOUNTAIN HWY/JERSEY,INT
777,MOUNTAIN HWY/SCORESBY/BAYSWA,INT
790,MOUNTAIN HWY/STUD,INT
774,MOUNTAIN HWY/WANTIRNA,INT
721,MOUNTAIN VIEW/SHERBOURNE,INT
3353,MOUNTAIN VIEW/ST HELENA,INT
3517,MT ALEXANDER (E) NR CRAWFORD,POS
3512,MT ALEXANDER (W) NR GRANDISON,POS
3835,MT ALEXANDER NR BARODA,POS
1003,MT ALEXANDER NR COMMU CENTRE,POS
3659,MT ALEXANDER NR DAVIES,POS
3833,MT ALEXANDER NR FENTON,POS
3523,MT ALEXANDER NR FLETCHER,FLASH PX
3609,MT ALEXANDER NR GLASS,FLASH PX
3608,MT ALEXANDER NR LEAKE,FLASH PX
3519,MT ALEXANDER NR LINCOLN,POS
1001,MT ALEXANDER NR MOONEE PONDS,POS
3522,MT ALEXANDER NR NAPIER,FLASH PX
3607,MT ALEXANDER NR WINIFRED,FLASH PX
3515,MT ALEXANDER/BREWSTER/THISTLE,INT
3513,MT ALEXANDER/BUCKLEY,INT
3511,MT ALEXANDER/KELLAWAY/TAYLORS,INT
4470,MT ALEXANDER/MOOLTAN,INT
3514,MT ALEXANDER/NAPIER/FLETCHER,POS
4206,MT ALEXANDER/ORMOND/MARIBRYNONG,INT
3510,MT ALEXANDER/PUCKLE/DEAN,INT
3518,MT ALEXANDER/TRAM DEPOT,INT
4471,MT ALEXANDER/WELLINGTON,INT
5940,MT BAINBRIDGE RD NR STEWART (HAMILTON),POS
122,MT DANDENONG / HAWTHORY,INT
636,MT DANDENONG NR ANZAC,POS
814,MT DANDENONG NR LILYDALE-MON,POS
900,MT DANDENONG NR MIRABEL,INT
638,MT DANDENONG NR RUSKIN,POS
635,MT DANDENONG/BAYSWATER,INT
637,MT DANDENONG/CIVIC,INT
639,MT DANDENONG/COLCHESTER,INT
901,MT DANDENONG/DUBLIN,INT
815,MT DANDENONG/DURHAM/LIVERPOOL,INT
815,MT DANDENONG/DURHAM/LIVERPOOL,INT
551,MT DANDENONG/EASTFIELD,INT
551,MT DANDENONG/EASTFIELD,INT
640,MT DANDENONG/MAIN,INT
634,MT DANDENONG/WICKLOW,INT
2682,MT DERRIMUT/ PARAMOUNT BLVD,INT
2713,MT DERRIMUT/FOLEYS,INT
732,MT ELIZA NR DAVIES,FLASH PX
837,MT ELIZA WAY NR CANADIAN BAY,FLASH PX
4118,MURRAY NR COBURG POOL,POS
4793,MURRAY NR HIGHVIEW,POS
4792,MURRAY NR JESSIE,POS
3218,MURRAY NR MARY,POS
6311,MURRAY VALLEY HWY/CAMPBELL ST/BURKE ST,INT
6311,MURRAY VALLEY HWY/CAMPBELL ST/BURKE ST,INT
4116,MURRAY/CHAMP,INT
4794,MURRAY/CHIFLEY,INT
4119,MURRAY/ELIZABETH,INT
4117,MURRAY/NEWLANDS,INT
3877,MURRAY/NORTHLAND EXIT,INT
3259,MURRAY/NORTHLAND SHOP EAST ACCESS RD,INT
4158,MURRAY/STOCKADE,INT
4100,MURRUMBEENA NR OAKLEIGH,POS
3567,MURRUMBEENA/KANGAROO,INT
4085,MURRUMBEENA/NEERIM,INT
6411,MVH/BUTCHER/BRIDLINGTON,INT
5044,MYERS/FENWICK,INT
5040,MYERS/GHERINGHAP,INT
5027,MYERS/SWANSTON,INT
5136,MYERS/YARRA,INT
6283,MYERS-WILLS/ARTHUR,INT
6289,MYRTLE/HARGREAVES,INT
6284,MYRTLE/WILLS-MYERS,INT
3509,NAPIER NR BREWSTER,POS
4192,NAPIER NR LLOYD,POS
6251,NAPIER NR TOMLINS ST BRIDGE,POS
4231,NAPIER/WHITEHALL,INT
4190,NAPIER/WOODLANDS,INT
939,NAPOLEON NR LAKESFIELD,POS
3173,NARRE WARREN - CRANBOURNE/KINGDOM,INT
526,NARRE WARREN NTH RD/MEMORIAL DRV,FIRE SIG
401,NARRE WARREN NTH/ERNST WANKE,INT
403,NARRE WARREN NTH/MAGID/RYELANDS,INT
396,NARRE WARREN NTH/MARAMBA,INT
506,NARRE WARREN-CRANB/ORMOND/LITTLECROFT,INT
1314,NARRE WARREN-CRANBOURNE NR HILLSMEADE,FIRE SIG
3174,NARRE WARREN-CRANBOURNE ROAD/GREAVES RD,INT
532,NARRE WARREN-CRANBOURNE/CENTRE,INT
533,NARRE WARREN-CRANBOURNE/FULLARD,INT
3175,NARRE WARREN-CRANBOURNE/GLASSCOCKS,INT
3652,NARRE WARREN-CRANBOURNE/LINSELL,INT
2754,NEERIM NR AMES,POS
2758,NEERIM NR HOBART,FLASH PX
2757,NEERIM NR TRUGANINI,POS
2746,NEERIM/QUEENS,INT
2199,NELSON NR THAMES,FLASH PX
2352,NEPEAN HWY NR LATROBE,POS
2356,NEPEAN HWY NR OAK,INT
2025,NEPEAN HWY/BALCOMBE G-SCHOOL ACC/BAY,INT
2019,NEPEAN HWY/BENTONS,INT
2019,NEPEAN HWY/BENTONS,INT
2023,NEPEAN HWY/BRUCE,INT
307,NEPEAN HWY/BUNNINGS ENT/SCHOOL ENT,INT
507,NEPEAN HWY/STATION (CARRUM NORTH),INT
226,NEPEAN NR ARMSTRONGS,POS
2335,NEPEAN NR ARNOT,POS
213,NEPEAN NR BAYVIEW,POS
245,NEPEAN NR BEVERLEY,POS
217,NEPEAN NR BRISTOL,POS
4859,NEPEAN NR BURNS,POS
249,NEPEAN NR CARMICHAEL,POS
2333,NEPEAN NR CENTREWAY,POS
2307,NEPEAN NR DICKENS,POS
229,NEPEAN NR MCCULLOCH,POS
2309,NEPEAN NR MILTON,POS
238,NEPEAN NR MOOMBA,POS
250,NEPEAN NR NAPIER (RYE),POS
225,NEPEAN NR RESERVE,POS
2314,NEPEAN NR SCOTT,POS
2334,NEPEAN NR STATION (CHELTENHAM),INT
220,NEPEAN NR SWANPOOL,POS
2343,NEPEAN NR TANTI,INT
212,NEPEAN NR THE STRAND,POS
3710,NEPEAN NR THIRD,POS
277,NEPEAN NR WELLS,POS
242,NEPEAN NR WILSON,POS
2301,NEPEAN(ST KILDA RD)/PUNT RD,INT
2301,NEPEAN(ST KILDA RD)/PUNT RD,INT
2304,NEPEAN/ALMA,INT
221,NEPEAN/ARGYLE/MAURY,INT
221,NEPEAN/ARGYLE/MAURY,INT
2303,NEPEAN/BARKLY,INT
2326,NEPEAN/BAY/KAREN,INT
2317,NEPEAN/BAY/MILROY/HAMPTON,INT
2317,NEPEAN/BAY/MILROY/HAMPTON,INT
230,NEPEAN/BEACH,INT
222,NEPEAN/BONDI,INT
248,NEPEAN/BONEO,INT
237,NEPEAN/BUNGOWER,INT
235,NEPEAN/CANADIAN BAY,INT
2306,NEPEAN/CARLISLE,INT
2320,NEPEAN/CENTRE,INT
2328,NEPEAN/CENTRE DANDENONG,INT
2308,NEPEAN/CHAPEL,INT
218,NEPEAN/CHELSEA,INT
2327,NEPEAN/CHESTERVILLE/CHARMAN,INT
240,NEPEAN/CRAIGIE,POS
2337,NEPEAN/CUMMINS/PATTERSON,INT
2337,NEPEAN/CUMMINS/PATTERSON,INT
233,NEPEAN/DAVEY,INT
2336,NEPEAN/DENDY,INT
247,NEPEAN/DUNDAS,INT
216,NEPEAN/EDITHVALE,INT
2302,NEPEAN/FITZROY/WELLINGTON,INT
274,NEPEAN/FLETCHER,INT
525,NEPEAN/FRANKSTON PIER ACCESS,INT
2310,NEPEAN/GLEN EIRA/BYRON,INT
2312,NEPEAN/GLENHUNTLY/HOTHAM,INT
2319,NEPEAN/HAWTHORN,INT
2325,NEPEAN/HIGHETT/ROWANS,INT
278,NEPEAN/HUMPHRIES,INT
2305,NEPEAN/INKERMAN,INT
244,NEPEAN/JETTY,INT
214,NEPEAN/LINCOLN,INT
215,NEPEAN/LOCHIEL/STATION,INT
555,NEPEAN/LONSDALE,INT
2330,NEPEAN/LWR DANDENONG,INT
239,NEPEAN/MAIN/MORNINGTON-TYABB,INT
2321,NEPEAN/MARRIAGE/THOMAS,INT
2321,NEPEAN/MARRIAGE/THOMAS,INT
2315,NEPEAN/MARTIN/GARDENVALE,INT
2316,NEPEAN/NORTH,INT
1165,NEPEAN/OAKBANK/EAGLE,INT
2331,NEPEAN/PARKERS/IMES,INT
232,NEPEAN/PLAYNE,INT
2313,NEPEAN/RUSDEN,INT
228,NEPEAN/SEAFORD,INT
2322,NEPEAN/SOUTH,INT
2339,NEPEAN/SOUTHLAND NTH ENT,INT
2340,NEPEAN/SOUTHLAND SHOPPING,INT
211,NEPEAN/STATION (ASPENDALE),INT
224,NEPEAN/STATION (CARRUM SOUTH),INT
227,NEPEAN/STATION (SEAFORD),INT
2323,NEPEAN/STATION/KEILLER,INT
2329,NEPEAN/WARRIGAL/BALCOMBE,INT
231,NEPEAN/WELLS,INT
2332,NEPEAN/WHITE,INT
2324,NEPEAN/WICKHAM,INT
236,NEPEAN/WOORALLA/MT ELIZA WAY,INT
3952,NEW NR CADBY,POS
2338,NEW NR PARK,POS
3953,NEW NR WINDERMERE,POS
2351,NEW/HEAD,INT
3950,NEW/MARTIN,INT
4137,NEWLANDS NR CARR,FLASH PX
5670,NICHOLSON BTN RAYMOND & LOCHIEL,FLASH PX
3792,NICHOLSON NR ALBERT,POS
4420,NICHOLSON NR BELL,POS
4223,NICHOLSON NR FREEMAN,POS
4428,NICHOLSON NR HANOVER,POS
3796,NICHOLSON NR HARRISON,POS
4427,NICHOLSON NR KAY,POS
4025,NICHOLSON NR MILLER,POS
3116,NICHOLSON NR PARK,POS
4138,NICHOLSON NR RENNIE,POS
4151,NICHOLSON NR VERE,FLASH PX
4023,NICHOLSON/ARTHURTON/BLYTH,INT
3450,NICHOLSON/ELGIN/JOHNSTON       (FITZROY),INT
4419,NICHOLSON/GERTRUDE,INT
4147,NICHOLSON/GIPPS,INT
4024,NICHOLSON/GLENLYON,INT
4132,NICHOLSON/HARDING,INT
4244,NICHOLSON/IRVING,INT
4004,NICHOLSON/MORELAND/HOLMES,INT
4426,NICHOLSON/RICHARDSON/REID,INT
4421,NICHOLSON/SCOTCHMER/PIGDON,INT
5311,NOBLE NR CLAREMONT,POS
2940,NORMAN NR SEDDON,POS
3117,NORMANBY AV/LEINSTER GVE,INT
2740,NORMANBY NR QUEENS/CAULFIELD RACECOURSE,POS
3544,NORMANBY/MELB CONVENTION CENTRE,INT
3292,NORMANBY/QUEENS,INT
3557,NORTH NR CARLYON,POS
3556,NORTH NR DALMOR,POS
3759,NORTH NR HALL,FLASH PX
3563,NORTH NR JASSA,POS
3552,NORTH NR LANDCOX,POS
3562,NORTH NR SHAFTON,POS
3549,NORTH NR ST JAMES,POS
3565,NORTH NR WINDSOR,POS
3024,NORTH RD/ST KILDA ST,INT
3554,NORTH/BAMBRA/THOMAS,INT
3555,NORTH/BOORAN/WHEATLEY,INT
3560,NORTH/EAST BOUNDARY/M'BEEENA,INT
3564,NORTH/GOLF/GOLF LINKS,INT
3553,NORTH/HAWTHORN,INT
3558,NORTH/JASPER/GRANGE,INT
3559,NORTH/KOORNANG/TUCKER,INT
3551,NORTH/KOOYONG,INT
3566,NORTH/MILGATE/FENTON,INT
3550,NORTH/NEW,INT
3561,NORTH/POATH/POET,INT
6324,NORTHERN (OGILVIE)/HAVERFIELD,INT
6320,NORTHERN /  PAKENHAM,INT
6303,NORTHERN HWY / UNION ST,INT
6315,NORTHERN HWY BTN FRASER/GILLIES,FLASH PX
7000,NORTHERN HWY STH OF HEATHCOTE,INT
6321,NORTHERN HWY/MURRAY HWY,INT
6211,NORTHERN HWY/RUTLEDGE,INT
6214,NORTHERN HWY/WILLIAM,INT
6330,NORTHERN NR MUNIC OFFICE,POS
6332,NORTHERN/QUEEN,INT
6333,NORTHERN/WATSON,INT
3152,OAK NR GALADA,POS
1258,OAK ST BTW GARRARD AND POPLAR,POS
980,OBAN/ NTH RINGWOOD SHOPPING CENTRE,INT
4120,OHEA NR BISHOP,POS
2568,O'HERNS/MILLAR/GREAT BROME,INT
2051,OLD CALDER HWY NR KENNEDY,POS
2052,OLD CALDER HWY/GREEN GULLY[ST ALBANS],INT
3639,OLD DANDENONG/BOURKE,INT
3895,OLD DANDENONG/CLARINDA,INT
6137,OLD DOOKIE/WHEELER,INT
5323,OLD GEELONG / COSTA,INT
5238,OLD GEELONG/BUNNINGS WAREHOUSE ENT,INT
5240,OLD GEELONG/DUNLOP,INT
1186,OLD GEELONG/KMART DISTRIBUTION CENTRE,INT
6208,OLINDA/RUSSELL,INT
4974,OPERATIONS NR GATE 23,POS
4302,ORIEL NR BANKSIA,POS
2948,ORIEL NR FORD,POS
4303,ORIEL/LIVINGSTONE,INT
3020,ORMOND ESP NR BYRNE,POS
3009,ORMOND ESP NR PINE,POS
3021,ORMOND ESP/ELWOOD BEACH CAR,INT
3022,ORMOND ESP/ST KILDA/HEAD,INT
4843,ORMOND RD NR BEACH,FLASH PX
3420,ORMOND RD NR BYRNE,FLASH PX
3422,ORMOND RD NR DOCKER,FLASH PX
4842,ORMOND RD NR GLEN HUNTLY,FLASH PX
3423,ORMOND RD NR PINE,FLASH PX
3421,ORMOND RD NR VAUTIER,FLASH PX
5206,ORMOND/GARDEN/MYERS,INT
5206,ORMOND/GARDEN/MYERS,INT
5206,ORMOND/GARDEN/MYERS,INT
5206,ORMOND/GARDEN/MYERS,INT
5207,ORMOND/McKILLOP,INT
2870,ORMOND/MYRNONG/PATTISON,INT
2441,ORRONG NR AVALON,POS
4094,ORRONG NR MERTON,POS
3971,ORRONG NR SYDNEY,POS
4105,ORRONG/ALMA,INT
4078,ORRONG/GLEN EIRA,INT
2980,ORRONG/ST GEORGES,INT
3202,OSBORNE NR ROYAL,POS
3251,O'SHANASSY NR STATION,FLASH PX
402,O'SULLIVAN NR GLENWAY ARCADE,FLASH PX
2588,OVERTON LEA NR COMMUNITY HUB,POS
2784,PAISLEY NR FRENCH,POS
4256,PAISLEY/FRENCH,INT
5139,PAKINGTON / WARATAH/WELLINGTON,INT
5094,PAKINGTON NR RETREAT,POS
5097,PAKINGTON/ALBERT,INT
5301,PAKINGTON/NICHOLAS,INT
5303,PAKINGTON/NOBLE,INT
5304,PAKINGTON/WEST FYANS,INT
6201,PALL MALL (MC IVOR HWY)/WILLIAMSON,INT
3776,PALMERS/DUNNINGS,INT
5279,PALMERS/LEAKES,INT
5299,PALMERS/THE STRAND,INT
568,PAPERBARK NR HAWTHORN,POS
720,PARA NR DOBSON,POS
4186,PARA/FLINTOFF,INT
3794,PARK WEST OF THE AVENUE,POS
4903,PARK/FERRARS,INT
4906,PARK/MORAY,INT
1043,PARK/TRAMWAY CROSSING,INT
2166,PASCOE VALE / GIRGARRE,INT
3588,PASCOE VALE NR ANSELM,POS
3603,PASCOE VALE NR BELAIR,POS
2856,PASCOE VALE NR CHILWELL,POS
3596,PASCOE VALE NR MAIN,POS
3604,PASCOE VALE NR MEAKER,POS
3830,PASCOE VALE NR MURRAY,POS
3591,PASCOE VALE NR RALEIGH,POS
